node_id,degree,clustering
0,7,0.5238095238095238
1,11,0.34545454545454546
2,4,0.8333333333333334
3,9,0.4166666666666667
4,3,1.0
5,11,0.34545454545454546
6,3,1.0
7,6,0.6
8,8,0.4642857142857143
9,3,1.0
10,6,0.6
11,3,1.0
12,7,0.5238095238095238
13,5,0.7
14,3,1.0
15,5,0.7
16,3,1.0
17,4,0.8333333333333334
18,11,0.34545454545454546
19,5,0.7
20,3,1.0
21,4,0.8333333333333334
22,3,1.0
23,4,0.8333333333333334
24,15,0.2571428571428571
25,4,0.8333333333333334
26,7,0.5238095238095238
27,3,1.0
28,13,0.2948717948717949
29,3,1.0
30,6,0.6
31,3,1.0
32,3,1.0
33,5,0.7
34,3,1.0
35,5,0.7
36,5,0.7
37,6,0.6
38,4,0.8333333333333334
39,3,1.0
40,3,1.0
41,10,0.37777777777777777
42,4,0.8333333333333334
43,8,0.4642857142857143
44,3,1.0
45,5,0.7
46,3,1.0
47,4,0.8333333333333334
48,3,1.0
49,4,0.8333333333333334
50,7,0.5238095238095238
51,3,1.0
52,11,0.34545454545454546
53,5,0.7
54,3,1.0
55,3,1.0
56,3,1.0
57,3,1.0
58,5,0.7
59,3,1.0
60,3,1.0
61,3,1.0
62,3,1.0
63,3,1.0
64,3,1.0
65,3,1.0
66,5,0.7
67,3,1.0
68,4,0.8333333333333334
69,4,0.8333333333333334
70,5,0.7
71,7,0.5238095238095238
72,3,1.0
73,3,1.0
74,4,0.8333333333333334
75,3,1.0
76,3,1.0
77,3,1.0
78,6,0.6
79,3,1.0
80,3,1.0
81,3,1.0
82,3,1.0
83,4,0.8333333333333334
84,4,0.8333333333333334
85,3,1.0
86,3,1.0
87,5,0.7
88,4,0.8333333333333334
89,3,1.0
90,3,1.0
91,4,0.8333333333333334
92,3,1.0
93,4,0.8333333333333334
94,4,0.8333333333333334
95,8,0.4642857142857143
96,7,0.5238095238095238
97,10,0.37777777777777777
98,5,0.7
99,3,1.0
100,3,1.0
101,3,1.0
102,10,0.37777777777777777
103,3,1.0
104,7,0.5238095238095238
105,3,1.0
106,6,0.6
107,3,1.0
108,5,0.7
109,3,1.0
110,9,0.4166666666666667
111,4,0.8333333333333334
112,9,0.4166666666666667
113,3,1.0
114,8,0.4642857142857143
115,4,0.8333333333333334
116,9,0.4166666666666667
117,8,0.4642857142857143
118,3,1.0
119,4,0.8333333333333334
120,4,0.8333333333333334
121,3,1.0
122,3,1.0
123,3,1.0
124,3,1.0
125,6,0.6
126,3,1.0
127,9,0.4166666666666667
128,5,0.7
129,4,0.8333333333333334
130,3,1.0
131,3,1.0
132,4,0.8333333333333334
133,6,0.6
134,3,1.0
135,3,1.0
136,5,0.7
137,4,0.8333333333333334
138,5,0.7
139,5,0.7
140,7,0.5238095238095238
141,4,0.8333333333333334
142,7,0.5238095238095238
143,3,1.0
144,4,0.8333333333333334
145,6,0.6
146,4,0.8333333333333334
147,10,0.37777777777777777
148,4,0.8333333333333334
149,4,0.8333333333333334
150,4,0.8333333333333334
151,12,0.3181818181818182
152,4,0.8333333333333334
153,3,1.0
154,3,1.0
155,3,1.0
156,3,1.0
157,4,0.8333333333333334
158,6,0.6
159,7,0.5238095238095238
160,19,0.2046783625730994
161,19,0.2046783625730994
162,25,0.15666666666666668
163,4,0.8333333333333334
164,8,0.4642857142857143
165,4,0.8333333333333334
166,19,0.2046783625730994
167,3,1.0
168,4,0.8333333333333334
169,3,1.0
170,3,1.0
171,4,0.8333333333333334
172,4,0.8333333333333334
173,10,0.37777777777777777
174,8,0.4642857142857143
175,24,0.16304347826086957
176,3,1.0
177,44,0.08985200845665962
178,3,1.0
179,8,0.4642857142857143
180,3,1.0
181,4,0.8333333333333334
182,4,0.8333333333333334
183,4,0.8333333333333334
184,3,1.0
185,3,1.0
186,4,0.8333333333333334
187,3,1.0
188,3,1.0
189,4,0.8333333333333334
190,5,0.7
191,3,1.0
192,3,1.0
193,7,0.5238095238095238
194,4,0.8333333333333334
195,3,1.0
196,4,0.8333333333333334
197,3,1.0
198,3,1.0
199,4,0.8333333333333334
200,3,1.0
201,5,0.7
202,11,0.34545454545454546
203,5,0.7
204,11,0.34545454545454546
205,5,0.7
206,3,1.0
207,5,0.7
208,6,0.6
209,8,0.4642857142857143
210,10,0.37777777777777777
211,3,1.0
212,3,1.0
213,19,0.2046783625730994
214,3,1.0
215,4,0.8333333333333334
216,4,0.8333333333333334
217,5,0.7
218,20,0.19473684210526315
219,13,0.2948717948717949
220,4,0.8333333333333334
221,3,1.0
222,7,0.5238095238095238
223,3,1.0
224,3,1.0
225,5,0.7
226,3,1.0
227,5,0.7
228,3,1.0
229,3,1.0
230,3,1.0
231,3,1.0
232,3,1.0
233,3,1.0
234,4,0.8333333333333334
235,9,0.4166666666666667
236,8,0.4642857142857143
237,3,1.0
238,5,0.7
239,4,0.8333333333333334
240,3,1.0
241,5,0.7
242,3,1.0
243,3,1.0
244,5,0.7
245,6,0.6
246,11,0.34545454545454546
247,3,1.0
248,4,0.8333333333333334
249,3,1.0
250,35,0.11260504201680673
251,3,1.0
252,3,1.0
253,4,0.8333333333333334
254,7,0.5238095238095238
255,4,0.8333333333333334
256,8,0.4642857142857143
257,3,1.0
258,7,0.5238095238095238
259,3,1.0
260,3,1.0
261,4,0.8333333333333334
262,6,0.6
263,10,0.37777777777777777
264,11,0.34545454545454546
265,15,0.2571428571428571
266,11,0.34545454545454546
267,3,1.0
268,7,0.5238095238095238
269,27,0.1452991452991453
270,4,0.8333333333333334
271,3,1.0
272,7,0.5238095238095238
273,3,1.0
274,44,0.08985200845665962
275,3,1.0
276,4,0.8333333333333334
277,3,1.0
278,3,1.0
279,6,0.6
280,3,1.0
281,4,0.8333333333333334
282,3,1.0
283,3,1.0
284,3,1.0
285,4,0.8333333333333334
286,10,0.37777777777777777
287,4,0.8333333333333334
288,4,0.8333333333333334
289,3,1.0
290,4,0.8333333333333334
291,3,1.0
292,3,1.0
293,3,1.0
294,5,0.7
295,3,1.0
296,3,1.0
297,3,1.0
298,3,1.0
299,8,0.4642857142857143
300,8,0.4642857142857143
301,8,0.4642857142857143
302,13,0.2948717948717949
303,3,1.0
304,3,1.0
305,5,0.7
306,5,0.7
307,8,0.4642857142857143
308,3,1.0
309,5,0.7
310,3,1.0
311,4,0.8333333333333334
312,6,0.6
313,3,1.0
314,6,0.6
315,4,0.8333333333333334
316,3,1.0
317,3,1.0
318,3,1.0
319,3,1.0
320,3,1.0
321,3,1.0
322,3,1.0
323,9,0.4166666666666667
324,4,0.8333333333333334
325,4,0.8333333333333334
326,3,1.0
327,8,0.4642857142857143
328,9,0.4166666666666667
329,5,0.7
330,3,1.0
331,7,0.5238095238095238
332,4,0.8333333333333334
333,3,1.0
334,6,0.6
335,16,0.24166666666666667
336,14,0.27472527472527475
337,3,1.0
338,11,0.34545454545454546
339,6,0.6
340,5,0.7
341,11,0.34545454545454546
342,7,0.5238095238095238
343,6,0.6
344,5,0.7
345,3,1.0
346,9,0.4166666666666667
347,43,0.09191583610188261
348,4,0.8333333333333334
349,23,0.16996047430830039
350,25,0.15666666666666668
351,4,0.8333333333333334
352,3,1.0
353,3,1.0
354,4,0.8333333333333334
355,3,1.0
356,5,0.7
357,3,1.0
358,6,0.6
359,3,1.0
360,4,0.8333333333333334
361,3,1.0
362,3,1.0
363,4,0.8333333333333334
364,9,0.4166666666666667
365,12,0.3181818181818182
366,3,1.0
367,6,0.6
368,6,0.6
369,3,1.0
370,8,0.4642857142857143
371,5,0.7
372,8,0.4642857142857143
373,9,0.4166666666666667
374,6,0.6
375,5,0.7
376,3,1.0
377,3,1.0
378,12,0.3181818181818182
379,13,0.2948717948717949
380,4,0.8333333333333334
381,6,0.6
382,14,0.27472527472527475
383,5,0.7
384,9,0.4166666666666667
385,3,1.0
386,8,0.4642857142857143
387,12,0.3181818181818182
388,7,0.5238095238095238
389,5,0.7
390,4,0.8333333333333334
391,6,0.6
392,4,0.8333333333333334
393,3,1.0
394,6,0.6
395,4,0.8333333333333334
396,3,1.0
397,21,0.18571428571428572
398,3,1.0
399,6,0.6
400,6,0.6
401,6,0.6
402,3,1.0
403,9,0.4166666666666667
404,4,0.8333333333333334
405,3,1.0
406,17,0.22794117647058823
407,3,1.0
408,3,1.0
409,4,0.8333333333333334
410,7,0.5238095238095238
411,4,0.8333333333333334
412,3,1.0
413,4,0.8333333333333334
414,11,0.34545454545454546
415,6,0.6
416,36,0.10952380952380952
417,7,0.5238095238095238
418,7,0.5238095238095238
419,11,0.34545454545454546
420,3,1.0
421,13,0.2948717948717949
422,4,0.8333333333333334
423,10,0.37777777777777777
424,5,0.7
425,6,0.6
426,3,1.0
427,7,0.5238095238095238
428,4,0.8333333333333334
429,3,1.0
430,10,0.37777777777777777
431,7,0.5238095238095238
432,22,0.1774891774891775
433,6,0.6
434,20,0.19473684210526315
435,26,0.15076923076923077
436,14,0.27472527472527475
437,10,0.37777777777777777
438,6,0.6
439,8,0.4642857142857143
440,15,0.2571428571428571
441,3,1.0
442,15,0.2571428571428571
443,7,0.5238095238095238
444,9,0.4166666666666667
445,4,0.8333333333333334
446,3,1.0
447,3,1.0
448,9,0.4166666666666667
449,5,0.7
450,3,1.0
451,17,0.22794117647058823
452,10,0.37777777777777777
453,6,0.6
454,7,0.5238095238095238
455,11,0.34545454545454546
456,4,0.8333333333333334
457,6,0.6
458,10,0.37777777777777777
459,4,0.8333333333333334
460,5,0.7
461,3,1.0
462,3,1.0
463,3,1.0
464,3,1.0
465,4,0.8333333333333334
466,21,0.18571428571428572
467,3,1.0
468,7,0.5238095238095238
469,5,0.7
470,13,0.2948717948717949
471,5,0.7
472,3,1.0
473,3,1.0
474,3,1.0
475,4,0.8333333333333334
476,3,1.0
477,11,0.34545454545454546
478,4,0.8333333333333334
479,11,0.34545454545454546
480,5,0.7
481,3,1.0
482,3,1.0
483,5,0.7
484,5,0.7
485,4,0.8333333333333334
486,7,0.5238095238095238
487,4,0.8333333333333334
488,5,0.7
489,4,0.8333333333333334
490,14,0.27472527472527475
491,20,0.19473684210526315
492,3,1.0
493,4,0.8333333333333334
494,9,0.4166666666666667
495,3,1.0
496,5,0.7
497,8,0.4642857142857143
498,4,0.8333333333333334
499,3,1.0
500,7,0.5238095238095238
501,3,1.0
502,9,0.4166666666666667
503,8,0.4642857142857143
504,6,0.6
505,3,1.0
506,4,0.8333333333333334
507,3,1.0
508,3,1.0
509,6,0.6
510,3,1.0
511,4,0.8333333333333334
512,3,1.0
513,3,1.0
514,5,0.7
515,13,0.2948717948717949
516,4,0.8333333333333334
517,5,0.7
518,3,1.0
519,4,0.8333333333333334
520,3,1.0
521,4,0.8333333333333334
522,3,1.0
523,14,0.27472527472527475
524,5,0.7
525,10,0.37777777777777777
526,20,0.19473684210526315
527,3,1.0
528,3,1.0
529,3,1.0
530,8,0.4642857142857143
531,5,0.7
532,3,1.0
533,3,1.0
534,4,0.8333333333333334
535,14,0.27472527472527475
536,16,0.24166666666666667
537,8,0.4642857142857143
538,6,0.6
539,12,0.3181818181818182
540,32,0.12298387096774194
541,25,0.15666666666666668
542,4,0.8333333333333334
543,3,1.0
544,4,0.8333333333333334
545,3,1.0
546,5,0.7
547,9,0.4166666666666667
548,3,1.0
549,3,1.0
550,15,0.2571428571428571
551,7,0.5238095238095238
552,3,1.0
553,10,0.37777777777777777
554,15,0.2571428571428571
555,5,0.7
556,3,1.0
557,14,0.27472527472527475
558,3,1.0
559,4,0.8333333333333334
560,3,1.0
561,3,1.0
562,3,1.0
563,3,1.0
564,3,1.0
565,4,0.8333333333333334
566,5,0.7
567,3,1.0
568,3,1.0
569,4,0.8333333333333334
570,3,1.0
571,3,1.0
572,3,1.0
573,3,1.0
574,10,0.37777777777777777
575,5,0.7
576,8,0.4642857142857143
577,4,0.8333333333333334
578,6,0.6
579,3,1.0
580,4,0.8333333333333334
581,3,1.0
582,7,0.5238095238095238
583,5,0.7
584,5,0.7
585,4,0.8333333333333334
586,4,0.8333333333333334
587,4,0.8333333333333334
588,5,0.7
589,5,0.7
590,3,1.0
591,7,0.5238095238095238
592,12,0.3181818181818182
593,4,0.8333333333333334
594,4,0.8333333333333334
595,3,1.0
596,4,0.8333333333333334
597,3,1.0
598,5,0.7
599,7,0.5238095238095238
600,4,0.8333333333333334
601,3,1.0
602,4,0.8333333333333334
603,4,0.8333333333333334
604,4,0.8333333333333334
605,6,0.6
606,3,1.0
607,3,1.0
608,3,1.0
609,4,0.8333333333333334
610,4,0.8333333333333334
611,3,1.0
612,4,0.8333333333333334
613,3,1.0
614,13,0.2948717948717949
615,7,0.5238095238095238
616,6,0.6
617,3,1.0
618,5,0.7
619,3,1.0
620,4,0.8333333333333334
621,4,0.8333333333333334
622,3,1.0
623,4,0.8333333333333334
624,3,1.0
625,8,0.4642857142857143
626,8,0.4642857142857143
627,8,0.4642857142857143
628,6,0.6
629,4,0.8333333333333334
630,20,0.19473684210526315
631,22,0.1774891774891775
632,5,0.7
633,3,1.0
634,3,1.0
635,4,0.8333333333333334
636,6,0.6
637,3,1.0
638,4,0.8333333333333334
639,3,1.0
640,3,1.0
641,3,1.0
642,5,0.7
643,3,1.0
644,3,1.0
645,3,1.0
646,4,0.8333333333333334
647,5,0.7
648,5,0.7
649,5,0.7
650,3,1.0
651,3,1.0
652,4,0.8333333333333334
653,3,1.0
654,7,0.5238095238095238
655,4,0.8333333333333334
656,3,1.0
657,6,0.6
658,3,1.0
659,3,1.0
660,3,1.0
661,5,0.7
662,3,1.0
663,3,1.0
664,6,0.6
665,3,1.0
666,35,0.11260504201680673
667,6,0.6
668,4,0.8333333333333334
669,4,0.8333333333333334
670,4,0.8333333333333334
